Ze_hex,Zm_hex,XZero,YZero,ZZero,Xe_hex,Ye_hex,Am_hex,ASticky,KillProd
0x04,0x2F8,0,0,0,0x1B,0x14,0x005,1,0
0x1E,0x149,0,0,0,0x0E,0x01,0x000,1,0
0x1A,0x3D8,0,0,0,0x0A,0x16,0x000,1,0
0x19,0x0CA,0,0,0,0x1C,0x09,0x000,1,0
0x08,0x322,0,0,0,0x03,0x14,0x000,1,0
0x04,0x149,0,0,1,0x1A,0x12,0x001,1,1
0x15,0x005,0,0,0,0x16,0x1D,0x000,1,0
0x15,0x153,0,0,0,0x0A,0x11,0x000,1,0
0x10,0x15A,0,0,0,0x02,0x1F,0x02B,1,0
0x1B,0x01A,0,0,0,0x01,0x1C,0x000,1,0
0x12,0x2D7,0,0,0,0x07,0x0F,0x000,1,0
0x10,0x1EF,0,0,0,0x0D,0x1C,0x000,1,0
0x02,0x0C6,0,0,0,0x02,0x19,0x000,1,0
0x02,0x2B1,0,0,0,0x09,0x18,0x000,1,0
0x1B,0x359,0,0,0,0x1F,0x0B,0x000,1,0
0x02,0x0ED,0,0,0,0x01,0x1C,0x007,1,0
0x08,0x1A0,0,0,0,0x0F,0x14,0x000,1,0
0x0E,0x106,0,0,0,0x17,0x0F,0x001,1,0
0x0C,0x203,1,0,0,0x16,0x02,0x000,1,1
0x10,0x1DE,0,0,0,0x1C,0x08,0x000,1,0
0x04,0x0E0,0,0,0,0x0D,0x1A,0x000,1,0
0x1B,0x0AA,0,0,0,0x0C,0x0E,0x000,1,0
0x07,0x3FE,0,0,0,0x10,0x19,0x000,1,0
0x05,0x0EA,0,0,0,0x15,0x16,0x000,1,0
0x06,0x08C,1,0,0,0x10,0x16,0x000,1,1
0x0B,0x1E1,0,0,0,0x14,0x13,0x0F0,1,0
0x17,0x34A,0,0,0,0x03,0x15,0x000,1,0
0x03,0x278,0,0,0,0x08,0x03,0x013,1,0
0x12,0x07D,0,0,0,0x0E,0x0F,0x000,1,0
0x1E,0x2D9,0,0,0,0x19,0x15,0x02D,1,0
0x0C,0x3E6,0,0,0,0x1D,0x16,0x007,1,0
0x00,0x24D,0,0,0,0x16,0x00,0x000,1,0
0x1D,0x0F6,0,0,0,0x08,0x01,0x001,1,0
0x0D,0x341,0,0,0,0x0A,0x06,0x034,1,0
0x13,0x25E,0,0,0,0x0C,0x0A,0x097,1,0
0x0D,0x39C,0,0,0,0x00,0x1A,0x00E,1,0
0x02,0x258,0,0,0,0x19,0x0E,0x000,1,0
0x09,0x025,0,0,0,0x08,0x04,0x002,1,0
0x10,0x2D7,0,0,0,0x19,0x0A,0x000,1,0
0x08,0x181,0,0,0,0x19,0x1F,0x000,1,0
0x07,0x27B,0,0,1,0x1B,0x15,0x009,1,1
0x04,0x314,0,0,0,0x07,0x12,0x000,1,0
0x04,0x23E,0,0,0,0x09,0x10,0x000,1,0
0x0D,0x16E,0,0,0,0x10,0x0D,0x02D,1,0
0x0C,0x28F,0,0,0,0x02,0x0A,0x000,1,0
0x0E,0x189,0,0,0,0x05,0x11,0x000,1,0
0x15,0x10E,0,0,0,0x01,0x04,0x000,1,0
0x01,0x2C5,0,0,1,0x14,0x03,0x000,1,1
0x06,0x0CE,0,0,0,0x18,0x15,0x019,1,0
0x14,0x135,0,0,0,0x12,0x0C,0x004,1,0
0x15,0x30C,0,0,0,0x08,0x0A,0x000,1,0
0x12,0x1BD,0,0,0,0x1A,0x0D,0x000,1,0
0x13,0x1F2,0,0,0,0x09,0x06,0x03E,1,0
0x03,0x0AD,0,0,0,0x06,0x1B,0x000,1,0
0x15,0x34E,0,0,0,0x04,0x03,0x1A7,0,0
0x01,0x0E2,0,0,0,0x09,0x18,0x000,1,0
0x09,0x0C6,0,0,0,0x13,0x1F,0x000,1,0
0x0F,0x030,0,0,0,0x12,0x12,0x030,0,0
0x05,0x36C,1,0,0,0x15,0x1A,0x000,1,1
0x01,0x340,0,0,0,0x18,0x09,0x000,1,0
0x13,0x367,0,0,0,0x02,0x16,0x000,1,0
0x09,0x2B0,0,0,0,0x0D,0x10,0x000,1,0
0x11,0x24F,0,0,0,0x05,0x06,0x000,1,0
0x19,0x14E,0,0,0,0x1D,0x17,0x005,1,0
0x03,0x252,0,1,0,0x0E,0x19,0x000,1,1
0x19,0x110,0,0,0,0x06,0x1C,0x000,1,0
0x13,0x33E,1,0,0,0x16,0x04,0x000,1,1
0x0F,0x2C3,1,0,0,0x15,0x1A,0x000,1,1
0x09,0x016,0,0,0,0x0D,0x13,0x000,1,0
0x1D,0x061,0,0,0,0x01,0x12,0x000,1,0
0x1E,0x0A8,0,0,0,0x05,0x10,0x000,1,0
0x07,0x1E3,0,0,0,0x15,0x17,0x000,1,0
0x00,0x36E,0,0,0,0x1D,0x01,0x000,1,0
0x14,0x11A,0,0,0,0x10,0x15,0x000,1,0
0x1C,0x079,0,0,0,0x0D,0x00,0x000,1,0
0x1E,0x3B5,0,0,0,0x18,0x09,0x000,1,0
0x02,0x157,0,1,0,0x1E,0x04,0x000,1,1
0x08,0x14D,0,0,0,0x09,0x1C,0x000,1,0
0x07,0x04D,0,0,0,0x06,0x05,0x026,1,0
0x02,0x096,0,0,0,0x01,0x03,0x000,1,0
0x19,0x3C4,0,0,0,0x01,0x14,0x000,1,0
0x11,0x242,0,0,0,0x16,0x10,0x009,1,0
0x1E,0x395,0,0,0,0x03,0x10,0x000,1,0
0x19,0x2E6,0,0,0,0x18,0x01,0x000,1,0
0x1F,0x355,0,0,0,0x18,0x0B,0x000,1,0
0x0C,0x19F,1,0,0,0x07,0x0F,0x000,1,1
0x18,0x321,0,0,1,0x19,0x07,0x000,1,1
0x01,0x37C,0,0,0,0x13,0x09,0x000,1,0
0x15,0x36A,0,0,0,0x1D,0x01,0x000,1,0
0x16,0x102,0,0,0,0x12,0x13,0x000,1,0
0x10,0x3D4,0,0,1,0x01,0x18,0x001,1,1
0x0B,0x379,0,0,0,0x1C,0x12,0x000,1,0
0x0B,0x3E2,0,0,0,0x19,0x17,0x0F8,1,0
0x11,0x2CF,0,0,0,0x19,0x08,0x000,1,0
0x12,0x057,0,0,0,0x1B,0x04,0x000,1,0
0x09,0x00F,0,0,0,0x11,0x0A,0x000,1,0
0x07,0x1E3,0,0,0,0x0E,0x12,0x000,1,0
0x02,0x119,0,0,0,0x00,0x1A,0x004,1,0
0x09,0x1C0,0,0,0,0x07,0x13,0x000,1,0
0x16,0x106,0,0,0,0x18,0x11,0x002,1,0
0x15,0x0A5,0,0,0,0x01,0x19,0x000,1,0
0x04,0x23C,0,0,0,0x09,0x1B,0x000,1,0
0x0F,0x00C,0,0,0,0x1E,0x18,0x000,1,0
0x11,0x23C,0,0,0,0x14,0x00,0x000,1,0
0x10,0x0A5,0,0,0,0x11,0x1F,0x000,1,0
0x0F,0x307,0,0,0,0x03,0x11,0x000,1,0
0x07,0x1CA,0,0,0,0x06,0x0D,0x000,1,0
0x1F,0x193,0,0,0,0x1E,0x00,0x000,1,0
0x02,0x2C1,0,0,0,0x0F,0x0F,0x2C1,0,0
0x18,0x3EE,0,0,0,0x07,0x18,0x000,1,0
0x00,0x35F,0,0,0,0x12,0x00,0x000,1,0
0x11,0x069,0,0,0,0x00,0x07,0x000,1,0
0x03,0x141,0,0,0,0x16,0x1D,0x000,1,0
0x09,0x259,0,0,0,0x07,0x14,0x000,1,0
0x19,0x04F,0,0,0,0x11,0x0F,0x013,1,0
0x1B,0x3FB,0,0,0,0x1F,0x02,0x000,1,0
0x0D,0x247,0,0,0,0x0E,0x1F,0x000,1,0
0x0F,0x0DD,0,0,0,0x18,0x00,0x000,1,0
0x12,0x1D1,0,0,0,0x0D,0x0F,0x000,1,0
0x10,0x0E3,0,0,0,0x1A,0x1C,0x000,1,0
0x08,0x2C3,0,0,0,0x0A,0x1C,0x000,1,0
0x07,0x1B5,0,0,0,0x1A,0x0A,0x000,1,0
0x10,0x0E0,0,0,0,0x15,0x0B,0x000,1,0
0x12,0x140,0,0,0,0x17,0x01,0x000,1,0
0x1B,0x36E,0,0,0,0x19,0x18,0x1B7,0,0
0x1B,0x2CC,0,0,0,0x18,0x1D,0x000,1,0
0x19,0x240,0,0,0,0x1A,0x0C,0x000,1,0
0x05,0x389,0,0,0,0x03,0x01,0x0E2,1,0
0x14,0x3FA,0,0,0,0x13,0x18,0x000,1,0
0x18,0x038,0,0,0,0x0C,0x14,0x000,1,0
0x0D,0x34F,0,0,0,0x16,0x09,0x000,1,0
0x17,0x243,0,0,0,0x01,0x0E,0x000,1,0
0x16,0x084,0,0,0,0x18,0x15,0x010,1,0
0x1C,0x1FE,0,0,0,0x06,0x03,0x03F,1,0
0x06,0x374,0,0,0,0x1F,0x11,0x000,1,0
0x12,0x0AF,0,0,0,0x0D,0x03,0x000,1,0
0x03,0x32F,0,0,0,0x07,0x12,0x000,1,0
0x0F,0x082,0,0,0,0x05,0x04,0x041,0,0
0x0D,0x085,0,0,0,0x0C,0x11,0x000,1,0
0x1E,0x18E,0,0,0,0x19,0x06,0x000,1,0
0x0A,0x1CB,0,0,0,0x0C,0x0D,0x000,1,0
0x03,0x215,0,0,0,0x0B,0x02,0x001,1,0
0x1E,0x1EF,0,0,0,0x0C,0x1D,0x000,1,0
0x17,0x07C,0,0,0,0x0D,0x1C,0x000,1,0
0x1D,0x146,0,0,0,0x1C,0x1A,0x051,1,0
0x0A,0x3E5,0,0,0,0x15,0x03,0x000,1,0
0x01,0x0E9,0,0,0,0x12,0x1C,0x000,1,0
0x1D,0x208,0,0,0,0x1A,0x15,0x010,1,0
0x13,0x056,0,0,0,0x11,0x00,0x000,1,0
0x0E,0x063,0,0,0,0x05,0x04,0x031,1,0
0x0D,0x3D4,0,0,0,0x06,0x08,0x000,1,0
0x1E,0x3F2,1,0,0,0x1E,0x12,0x000,1,1
0x0F,0x063,0,0,0,0x1E,0x1D,0x031,1,0
0x04,0x2EE,1,0,0,0x06,0x04,0x0BB,1,1
0x14,0x260,1,0,0,0x12,0x02,0x000,1,1
0x00,0x24B,0,0,0,0x03,0x00,0x049,1,0
0x06,0x1B7,0,0,0,0x06,0x1C,0x000,1,0
0x0F,0x24B,1,0,0,0x12,0x06,0x000,1,1
0x09,0x0A9,0,0,0,0x11,0x01,0x000,1,0
0x07,0x2B3,0,0,0,0x17,0x16,0x159,1,0
0x10,0x2A9,0,0,0,0x0F,0x0A,0x015,1,0
0x14,0x0BF,0,0,0,0x01,0x01,0x0BF,0,0
0x02,0x00A,0,0,0,0x0A,0x1B,0x000,1,0
0x00,0x36B,0,0,0,0x19,0x19,0x36B,0,0
0x19,0x32D,0,0,0,0x03,0x1A,0x001,1,0
0x07,0x1DF,0,0,0,0x13,0x07,0x000,1,0
0x16,0x10D,0,0,0,0x04,0x11,0x000,1,0
0x1B,0x33E,0,0,0,0x0F,0x0C,0x067,1,0
0x0C,0x189,0,0,0,0x1A,0x1D,0x000,1,0
0x0D,0x06B,0,0,0,0x05,0x07,0x000,1,0
0x12,0x26E,0,1,0,0x02,0x02,0x26E,0,1
0x11,0x24B,0,0,0,0x1A,0x01,0x000,1,0
0x1A,0x3AB,0,0,0,0x0A,0x1F,0x000,1,0
0x06,0x2D1,0,1,0,0x10,0x02,0x000,1,1
0x0F,0x226,0,0,0,0x12,0x08,0x000,1,0
0x13,0x16E,0,0,0,0x10,0x17,0x000,1,0
0x02,0x186,0,0,0,0x14,0x08,0x000,1,0
0x03,0x077,0,0,0,0x09,0x07,0x01D,1,0
0x13,0x0A8,0,0,0,0x10,0x1A,0x000,1,0
0x0F,0x19A,0,0,0,0x14,0x07,0x000,1,0
0x11,0x14E,0,0,0,0x14,0x1E,0x000,1,0
0x07,0x3CD,0,0,0,0x0A,0x03,0x007,1,0
0x1F,0x0CE,0,0,0,0x06,0x09,0x000,1,0
0x00,0x398,0,0,0,0x13,0x07,0x000,1,0
0x15,0x0CC,0,0,0,0x03,0x0C,0x000,1,0
0x05,0x192,0,0,0,0x1F,0x12,0x000,1,0
0x13,0x078,0,0,0,0x0A,0x08,0x01E,0,0
0x07,0x2BC,0,0,0,0x12,0x14,0x000,1,0
0x02,0x1B6,0,0,0,0x16,0x15,0x0DB,0,0
0x0B,0x34B,0,0,0,0x10,0x1E,0x000,1,0
0x07,0x12F,0,0,0,0x0A,0x0B,0x000,1,0
0x01,0x0E1,0,0,0,0x0A,0x0A,0x0E1,0,0
0x1F,0x02A,0,0,0,0x14,0x0F,0x001,1,0
0x07,0x3F1,0,0,0,0x00,0x09,0x000,1,0
0x03,0x14D,0,0,1,0x0C,0x01,0x000,1,1
0x0A,0x115,0,0,0,0x16,0x13,0x022,1,0
0x0C,0x2CC,0,0,0,0x18,0x15,0x059,1,0
0x17,0x20B,0,0,0,0x07,0x0A,0x000,1,0
0x1D,0x062,0,0,0,0x1A,0x15,0x003,1,0
0x14,0x27F,0,0,0,0x1C,0x14,0x002,1,0
0x04,0x3ED,0,0,0,0x1A,0x0E,0x000,1,0
0x1C,0x322,0,0,0,0x1B,0x0A,0x000,1,0
0x1B,0x0FA,0,0,0,0x03,0x1F,0x00F,1,0
0x12,0x043,1,1,0,0x17,0x07,0x000,1,1
0x1E,0x1EC,0,0,0,0x1E,0x15,0x000,1,0
0x1E,0x03A,0,0,0,0x12,0x05,0x000,1,0
0x0D,0x236,0,0,0,0x16,0x1F,0x000,1,0
0x04,0x292,0,0,0,0x0B,0x05,0x00A,1,0
0x10,0x068,0,0,1,0x03,0x18,0x000,1,1
0x10,0x006,0,0,0,0x1C,0x1A,0x001,1,0
0x08,0x3B9,0,0,0,0x14,0x1D,0x000,1,0
0x1D,0x2B2,0,0,0,0x13,0x11,0x0AC,1,0
0x00,0x03E,0,0,0,0x11,0x1B,0x000,1,0
0x16,0x057,0,0,0,0x17,0x1F,0x000,1,0
0x11,0x277,0,0,0,0x0E,0x1B,0x000,1,0
0x0B,0x1B6,0,0,0,0x19,0x12,0x003,1,0
0x11,0x153,0,0,0,0x08,0x18,0x000,1,0
0x11,0x040,0,0,0,0x1B,0x06,0x000,1,0
0x1D,0x15C,0,0,0,0x02,0x1F,0x02B,1,0
0x00,0x0A9,0,0,0,0x04,0x05,0x000,1,0
0x1F,0x0D5,0,0,0,0x1C,0x1A,0x035,1,0
0x16,0x1A4,0,0,0,0x06,0x01,0x00D,1,0
0x14,0x26E,0,0,0,0x07,0x0D,0x000,1,0
0x19,0x3A6,0,0,0,0x02,0x09,0x000,1,0
0x10,0x09F,0,1,0,0x01,0x10,0x000,1,1
0x01,0x0B0,0,0,0,0x1C,0x1A,0x02C,0,0
0x10,0x10D,0,0,0,0x13,0x19,0x000,1,0
0x08,0x22B,0,0,0,0x02,0x19,0x001,1,0
0x19,0x035,0,0,0,0x1F,0x01,0x000,1,0
0x14,0x085,0,0,0,0x1C,0x03,0x000,1,0
0x04,0x22D,1,0,0,0x0C,0x16,0x000,1,1
0x1A,0x3FE,0,0,0,0x0C,0x02,0x000,1,0
0x1A,0x23E,0,0,0,0x0A,0x0E,0x000,1,0
0x17,0x024,0,0,0,0x12,0x17,0x000,1,0
0x06,0x3D6,0,0,0,0x06,0x1D,0x001,1,0
0x0F,0x1F4,0,0,0,0x03,0x11,0x000,1,0
0x1A,0x0A6,0,0,0,0x15,0x10,0x005,1,0
0x11,0x05C,0,0,0,0x02,0x12,0x000,1,0
0x0D,0x175,0,0,0,0x00,0x05,0x000,1,0
0x08,0x1BB,0,0,0,0x0B,0x0A,0x0DD,1,0
0x1A,0x0D2,0,0,0,0x04,0x06,0x000,1,0
0x10,0x012,0,0,1,0x1B,0x0C,0x000,1,1
0x06,0x05D,0,1,0,0x16,0x0B,0x000,1,1
0x1F,0x108,0,0,0,0x1D,0x0D,0x000,1,0
0x03,0x3F7,0,1,0,0x1A,0x0B,0x000,1,1
0x1F,0x050,0,0,0,0x04,0x1C,0x000,1,0
0x0E,0x244,0,0,0,0x02,0x0D,0x000,1,0
0x10,0x220,0,0,1,0x03,0x03,0x220,0,1
0x05,0x162,0,0,0,0x08,0x1B,0x000,1,0
0x19,0x239,0,0,0,0x0C,0x12,0x000,1,0
0x02,0x26C,0,0,0,0x15,0x02,0x000,1,0
0x16,0x347,0,0,0,0x18,0x1A,0x000,1,0
0x18,0x085,0,0,0,0x09,0x10,0x000,1,0
0x05,0x20B,0,0,0,0x0F,0x0A,0x010,1,0
0x15,0x0CD,0,0,0,0x1E,0x0B,0x000,1,0
0x1A,0x01D,0,0,0,0x13,0x07,0x000,1,0
0x06,0x3F7,0,1,0,0x17,0x0F,0x003,1,1
0x13,0x195,0,0,0,0x05,0x0E,0x000,1,0
0x19,0x333,0,0,0,0x1D,0x09,0x000,1,0
0x06,0x2D8,0,0,0,0x1F,0x10,0x000,1,0
0x1A,0x162,0,0,0,0x1E,0x0F,0x000,1,0
0x0C,0x1AA,0,0,0,0x1E,0x06,0x000,1,0
0x1A,0x264,0,0,0,0x19,0x05,0x000,1,0
0x0E,0x21B,0,0,0,0x0D,0x16,0x000,1,0
0x0A,0x079,1,0,0,0x17,0x06,0x000,1,1
0x08,0x1A9,0,0,0,0x03,0x10,0x000,1,0
0x17,0x221,0,0,0,0x0B,0x19,0x000,1,0
0x0A,0x03A,0,0,0,0x06,0x1D,0x000,1,0
0x06,0x0C9,0,0,0,0x0D,0x10,0x000,1,0
0x10,0x01A,0,0,0,0x13,0x03,0x000,1,0
0x09,0x1B0,0,0,0,0x15,0x06,0x000,1,0
0x16,0x194,0,0,0,0x19,0x03,0x000,1,0
0x1A,0x0BB,0,0,1,0x10,0x14,0x000,1,1
0x12,0x219,0,0,0,0x15,0x1C,0x000,1,0
0x1B,0x074,0,0,0,0x18,0x08,0x000,1,0
0x1D,0x2FD,0,0,0,0x03,0x0D,0x000,1,0
0x16,0x391,0,0,0,0x0D,0x0D,0x391,0,0
0x0A,0x055,0,0,0,0x06,0x08,0x000,1,0
0x0C,0x36B,0,0,0,0x1E,0x05,0x000,1,0
0x1D,0x028,0,0,0,0x0B,0x15,0x000,1,0
0x11,0x359,0,0,0,0x0E,0x0C,0x0D6,1,0
0x01,0x3D4,0,0,1,0x0D,0x15,0x000,1,1
0x13,0x2F0,0,0,0,0x06,0x12,0x000,1,0
0x0D,0x378,0,0,0,0x19,0x1D,0x000,1,0
0x17,0x324,0,0,0,0x1C,0x10,0x000,1,0
0x13,0x1DB,0,0,0,0x1D,0x0F,0x000,1,0
0x06,0x289,0,0,1,0x19,0x1C,0x000,1,1
0x0E,0x2F2,0,0,0,0x08,0x0D,0x000,1,0
0x06,0x2A5,0,0,0,0x10,0x1B,0x000,1,0
0x07,0x3B3,0,0,0,0x02,0x12,0x000,1,0
0x02,0x23D,0,0,0,0x0C,0x08,0x023,1,0
0x07,0x1BF,0,0,1,0x04,0x1E,0x006,1,1
0x0D,0x3F6,0,0,0,0x0E,0x11,0x000,1,0
0x16,0x063,0,0,0,0x02,0x08,0x000,1,0
0x19,0x263,0,0,1,0x09,0x04,0x013,1,1
0x17,0x30B,0,0,0,0x16,0x00,0x000,1,0
0x11,0x233,0,0,0,0x02,0x1A,0x002,1,0
0x02,0x0C8,0,0,0,0x0E,0x01,0x000,1,0
0x18,0x273,1,0,0,0x0E,0x0A,0x027,1,1
0x1B,0x2CE,0,0,0,0x12,0x18,0x000,1,0
0x1C,0x085,0,0,0,0x1C,0x07,0x000,1,0
0x07,0x07F,0,0,0,0x06,0x1E,0x000,1,0
0x13,0x03C,0,0,0,0x14,0x0F,0x001,1,0
0x0A,0x245,0,0,0,0x07,0x0F,0x000,1,0
0x14,0x14E,0,0,0,0x13,0x0A,0x000,1,0
0x07,0x393,0,0,0,0x0C,0x08,0x039,1,0
0x1B,0x207,0,0,0,0x1C,0x0D,0x000,1,0
0x07,0x1B2,0,0,0,0x05,0x13,0x000,1,0
0x03,0x0B7,0,0,0,0x17,0x1B,0x000,1,0
0x16,0x087,0,0,0,0x1C,0x11,0x000,1,0
0x05,0x2B9,0,0,0,0x0E,0x1A,0x000,1,0
0x02,0x34C,0,0,0,0x00,0x11,0x000,1,0
0x01,0x055,0,0,0,0x12,0x0D,0x002,1,0
0x07,0x21E,0,0,0,0x0D,0x0E,0x000,1,0
0x0F,0x12F,0,0,0,0x17,0x05,0x000,1,0
0x0D,0x063,0,0,0,0x00,0x19,0x000,1,0
0x0A,0x257,0,0,0,0x10,0x07,0x001,1,0
0x0D,0x37B,0,0,0,0x0D,0x0C,0x1BD,1,0
0x0A,0x2D5,0,0,0,0x0A,0x04,0x00B,1,0
0x1D,0x3DA,0,0,0,0x0A,0x15,0x000,1,0
0x0A,0x036,0,0,0,0x17,0x15,0x00D,1,0
0x12,0x2C7,0,0,0,0x1B,0x19,0x0B1,1,0
0x0C,0x02A,0,0,0,0x17,0x09,0x000,1,0
0x0B,0x332,0,0,0,0x1F,0x1E,0x199,0,0
0x14,0x2D3,0,0,0,0x0D,0x16,0x000,1,0
0x03,0x1CA,0,0,0,0x10,0x0E,0x072,1,0
0x0C,0x182,0,0,0,0x09,0x1B,0x000,1,0
0x02,0x220,0,0,0,0x01,0x09,0x000,1,0
0x05,0x0B6,0,1,0,0x03,0x1A,0x000,1,1
0x0B,0x342,1,0,0,0x02,0x19,0x001,1,1
0x09,0x3B6,0,0,0,0x0D,0x07,0x00E,1,0
0x01,0x3DF,0,0,0,0x0B,0x1E,0x000,1,0
0x15,0x092,0,0,0,0x0C,0x0D,0x000,1,0
0x1E,0x07F,0,0,0,0x0A,0x0D,0x000,1,0
0x1B,0x0E4,0,0,0,0x06,0x06,0x0E4,0,0
0x0C,0x351,0,0,0,0x0B,0x1D,0x000,1,0
0x02,0x38A,1,1,0,0x03,0x19,0x000,1,1
0x12,0x2BD,0,0,0,0x18,0x16,0x0AF,1,0
0x05,0x328,0,0,0,0x02,0x06,0x000,1,0
0x13,0x392,0,0,0,0x1D,0x06,0x000,1,0
0x19,0x176,0,0,0,0x1B,0x1C,0x000,1,0
0x19,0x2E4,0,0,0,0x0A,0x0D,0x000,1,0
0x0B,0x15A,0,0,0,0x17,0x01,0x000,1,0
0x16,0x1DC,0,0,0,0x0D,0x12,0x000,1,0
0x1C,0x321,0,0,0,0x1D,0x18,0x019,1,0
0x0A,0x2FE,0,1,0,0x03,0x1D,0x00B,1,1
0x18,0x1DB,0,0,0,0x05,0x12,0x000,1,0
0x12,0x12F,0,0,0,0x00,0x13,0x000,1,0
0x19,0x2BF,0,0,0,0x07,0x1E,0x001,1,0
0x11,0x33F,0,0,0,0x10,0x13,0x000,1,0
0x12,0x34C,0,0,0,0x09,0x0E,0x000,1,0
0x01,0x2AC,0,0,0,0x1B,0x1D,0x000,1,0
0x1A,0x372,0,0,0,0x0D,0x11,0x000,1,0
0x01,0x2FE,0,0,0,0x1E,0x15,0x001,1,0
0x01,0x04F,0,1,0,0x03,0x11,0x000,1,1
0x14,0x194,0,0,0,0x04,0x10,0x000,1,0
0x03,0x0C6,0,0,0,0x0F,0x1A,0x000,1,0
0x06,0x398,0,0,0,0x0D,0x12,0x000,1,0
0x18,0x1CA,0,0,0,0x1B,0x1E,0x000,1,0
0x02,0x30D,0,1,0,0x09,0x13,0x000,1,1
0x0D,0x2D5,0,0,1,0x14,0x0F,0x016,1,1
0x17,0x116,0,0,0,0x08,0x09,0x000,1,0
0x1C,0x310,0,0,0,0x0D,0x05,0x003,1,0
0x03,0x3BA,0,1,0,0x08,0x0F,0x000,1,1
0x1F,0x20A,0,0,0,0x17,0x02,0x000,1,0
0x01,0x0C9,0,0,0,0x04,0x0E,0x000,1,0
0x13,0x3D4,0,0,0,0x06,0x18,0x000,1,0
0x1E,0x0E0,0,0,0,0x0E,0x1B,0x000,1,0
0x1F,0x38D,0,0,0,0x19,0x19,0x38D,0,0
0x0D,0x1E8,0,0,0,0x06,0x15,0x000,1,0
0x04,0x0FE,0,0,1,0x11,0x09,0x000,1,1
0x07,0x199,0,0,0,0x05,0x1A,0x000,1,0
0x0F,0x2D2,0,0,0,0x14,0x1F,0x000,1,0
0x1B,0x3AD,0,0,0,0x08,0x0A,0x000,1,0
0x07,0x0B3,0,0,0,0x0A,0x09,0x059,1,0
0x04,0x00B,0,0,0,0x0C,0x0C,0x00B,0,0
0x0B,0x3B4,0,0,0,0x08,0x08,0x3B4,0,0
0x06,0x063,0,0,0,0x11,0x0A,0x000,1,0
0x02,0x32D,0,0,1,0x0B,0x10,0x000,1,1
0x14,0x3E9,0,0,0,0x0D,0x1C,0x000,1,0
0x1C,0x0CD,0,0,0,0x0E,0x08,0x003,1,0
0x13,0x0E7,0,1,0,0x0B,0x08,0x01C,1,1
0x0E,0x0F1,0,0,0,0x0D,0x17,0x000,1,0
0x00,0x1E7,0,0,0,0x1C,0x05,0x000,1,0
0x11,0x34B,0,0,0,0x1E,0x16,0x003,1,0
0x1C,0x2B2,0,0,0,0x0E,0x0D,0x159,0,0
0x1D,0x2FE,0,0,0,0x13,0x01,0x000,1,0
0x07,0x34C,0,0,0,0x08,0x0E,0x000,1,0
0x1E,0x291,0,0,0,0x16,0x03,0x000,1,0
0x17,0x021,0,0,0,0x19,0x0F,0x000,1,0
0x11,0x2A8,1,0,0,0x1B,0x0C,0x000,1,1
0x1C,0x374,0,0,0,0x13,0x02,0x000,1,0
0x1C,0x1C5,1,0,0,0x14,0x04,0x000,1,1
0x0F,0x2EB,0,0,0,0x1C,0x1F,0x000,1,0
0x1D,0x143,0,0,0,0x17,0x18,0x000,1,0
0x08,0x0AA,0,0,0,0x1B,0x00,0x000,1,0
0x0D,0x2EC,0,1,0,0x09,0x08,0x176,0,1
0x0C,0x14D,0,0,0,0x0C,0x00,0x000,1,0
0x1B,0x313,0,0,0,0x0C,0x19,0x000,1,0
0x13,0x125,0,0,1,0x05,0x06,0x000,1,1
0x10,0x3B9,0,0,0,0x17,0x0E,0x001,1,0
0x0C,0x19D,0,0,0,0x1F,0x10,0x000,1,0
0x01,0x381,0,0,0,0x1F,0x18,0x007,1,0
0x1F,0x15C,0,0,0,0x0F,0x1A,0x000,1,0
0x06,0x0C4,0,0,0,0x08,0x13,0x000,1,0
0x05,0x126,0,0,0,0x01,0x1E,0x024,1,0
0x15,0x0BA,0,0,0,0x18,0x19,0x000,1,0
0x16,0x36E,0,0,0,0x1A,0x08,0x000,1,0
0x11,0x125,0,0,0,0x1C,0x12,0x000,1,0
0x01,0x35D,0,0,0,0x0B,0x13,0x000,1,0
0x0D,0x27E,0,0,0,0x03,0x02,0x13F,0,0
0x07,0x1F8,0,0,0,0x1E,0x1C,0x07E,0,0
0x06,0x391,0,0,0,0x1E,0x0E,0x000,1,0
0x00,0x128,0,0,0,0x01,0x03,0x000,1,0
0x1B,0x0D6,1,0,0,0x0E,0x16,0x000,1,1
0x1B,0x102,0,0,0,0x1C,0x04,0x000,1,0
0x1E,0x053,0,1,0,0x13,0x1A,0x000,1,1
0x00,0x134,0,0,0,0x07,0x0C,0x000,1,0
0x01,0x248,0,0,0,0x00,0x1C,0x024,1,0
0x19,0x27F,0,0,0,0x0F,0x1F,0x000,1,0
0x00,0x113,0,0,0,0x0E,0x07,0x002,1,0
0x18,0x378,0,0,0,0x17,0x10,0x006,1,0
0x1A,0x16F,0,0,0,0x02,0x0B,0x000,1,0
0x16,0x011,0,0,0,0x0A,0x04,0x000,1,0
0x1C,0x218,0,0,0,0x1A,0x0C,0x000,1,0
0x04,0x31C,0,0,0,0x0D,0x05,0x003,1,0
0x10,0x0D0,0,0,0,0x14,0x07,0x000,1,0
0x18,0x346,0,0,0,0x15,0x1C,0x000,1,0
0x0C,0x294,0,0,0,0x06,0x15,0x000,1,0
0x05,0x02B,0,0,0,0x06,0x16,0x000,1,0
0x01,0x136,0,1,0,0x11,0x16,0x000,1,1
0x04,0x10F,0,0,0,0x02,0x1E,0x010,1,0
