Xe_hex,Ye_hex,XZero,YZero,Pe_hex,PeOverflow
0x1D,0x08,0,0,0x016,0
0x1A,0x01,1,0,0x000,0
0x04,0x1B,0,0,0x010,0
0x0F,0x13,0,0,0x013,0
0x1D,0x00,1,0,0x000,0
0x0E,0x14,0,0,0x013,0
0x02,0x11,0,1,0x000,0
0x1D,0x12,1,0,0x000,0
0x0D,0x11,0,0,0x00F,0
0x13,0x00,0,0,0x004,0
0x1F,0x08,1,1,0x000,0
0x1C,0x1C,0,0,0x01F,1
0x10,0x00,0,1,0x000,0
0x04,0x0B,0,0,0x000,0
0x0D,0x15,1,0,0x000,0
0x0B,0x0E,1,0,0x000,0
0x17,0x1E,0,0,0x01F,1
0x10,0x15,0,0,0x016,0
0x05,0x0C,0,0,0x002,0
0x04,0x02,0,0,0x000,0
0x15,0x1E,0,1,0x000,0
0x19,0x0E,0,0,0x018,0
0x11,0x10,0,0,0x012,0
0x07,0x0A,0,1,0x000,0
0x06,0x1E,0,0,0x015,0
0x08,0x12,0,0,0x00B,0
0x0E,0x1B,0,0,0x01A,0
0x19,0x09,0,1,0x000,0
0x19,0x1E,0,1,0x000,0
0x02,0x06,0,0,0x000,0
0x11,0x13,0,0,0x015,0
0x11,0x03,0,0,0x005,0
0x11,0x09,0,1,0x000,0
0x19,0x06,0,0,0x010,0
0x0A,0x07,0,0,0x002,0
0x1B,0x15,0,1,0x000,0
0x0E,0x18,0,0,0x017,0
0x04,0x12,0,0,0x007,0
0x0F,0x0E,0,0,0x00E,0
0x15,0x05,1,0,0x000,0
0x17,0x17,0,1,0x000,0
0x09,0x08,0,0,0x002,0
0x1E,0x02,0,0,0x011,0
0x00,0x1E,0,0,0x00F,0
0x00,0x04,0,0,0x000,0
0x13,0x05,1,0,0x000,0
0x15,0x04,0,1,0x000,0
0x16,0x11,1,0,0x000,0
0x1A,0x06,0,0,0x011,0
0x01,0x09,0,0,0x000,0
0x1C,0x10,0,0,0x01D,0
0x0B,0x02,0,0,0x000,0
0x06,0x08,0,0,0x000,0
0x0A,0x02,1,0,0x000,0
0x17,0x00,0,0,0x008,0
0x01,0x10,0,0,0x002,0
0x0D,0x0D,0,1,0x000,0
0x0B,0x08,0,1,0x000,0
0x1E,0x00,0,0,0x00F,0
0x19,0x16,0,0,0x01F,1
0x03,0x10,0,0,0x004,0
0x12,0x1F,0,0,0x01F,1
0x05,0x0A,0,0,0x000,0
0x1C,0x13,0,0,0x01F,1
0x16,0x1A,1,0,0x000,0
0x18,0x0E,0,0,0x017,0
0x08,0x13,1,0,0x000,0
0x1C,0x01,0,1,0x000,0
0x14,0x00,0,0,0x005,0
0x0A,0x1C,0,1,0x000,0
0x11,0x07,0,0,0x009,0
0x10,0x11,1,0,0x000,0
0x15,0x1C,0,0,0x01F,1
0x14,0x17,0,0,0x01C,0
0x1B,0x16,0,0,0x01F,1
0x0C,0x17,0,0,0x014,0
0x1E,0x19,0,1,0x000,0
0x1F,0x10,0,0,0x01F,1
0x0B,0x14,0,0,0x010,0
0x1C,0x00,0,0,0x00D,0
0x11,0x01,0,0,0x003,0
0x12,0x0D,0,0,0x010,0
0x1B,0x02,0,0,0x00E,0
0x14,0x1F,0,0,0x01F,1
0x07,0x1C,1,0,0x000,0
0x1F,0x07,0,0,0x017,0
0x0C,0x0B,0,0,0x008,0
0x1F,0x1E,0,0,0x01F,1
0x14,0x18,0,1,0x000,0
0x14,0x17,1,0,0x000,0
0x03,0x1D,1,0,0x000,0
0x11,0x15,0,0,0x017,0
0x05,0x07,0,1,0x000,0
0x06,0x1B,0,0,0x012,0
0x18,0x1A,0,0,0x01F,1
0x13,0x04,1,0,0x000,0
0x0C,0x06,0,0,0x003,0
0x1F,0x17,0,0,0x01F,1
0x0A,0x1C,0,0,0x017,0
0x0D,0x1A,0,0,0x018,0
0x00,0x1A,0,0,0x00B,0
0x1B,0x1C,0,0,0x01F,1
0x0C,0x1C,0,1,0x000,0
0x16,0x05,0,0,0x00C,0
0x11,0x08,0,0,0x00A,0
0x0A,0x03,0,0,0x000,0
0x05,0x07,0,0,0x000,0
0x00,0x03,0,0,0x000,0
0x1B,0x0B,0,0,0x017,0
0x06,0x00,0,0,0x000,0
0x16,0x1A,0,0,0x01F,1
0x1E,0x12,0,0,0x01F,1
0x17,0x02,0,0,0x00A,0
0x13,0x15,1,1,0x000,0
0x17,0x0B,0,0,0x013,0
0x17,0x1B,0,0,0x01F,1
0x00,0x14,0,0,0x005,0
0x1B,0x0A,0,1,0x000,0
0x17,0x11,0,0,0x019,0
0x17,0x06,0,0,0x00E,0
0x0C,0x07,0,0,0x004,0
0x01,0x14,0,0,0x006,0
0x04,0x06,1,0,0x000,0
0x1A,0x08,1,0,0x000,0
0x02,0x15,0,0,0x008,0
0x18,0x13,0,1,0x000,0
0x1B,0x03,0,0,0x00F,0
0x1A,0x1C,0,0,0x01F,1
0x1E,0x08,0,0,0x017,0
0x0F,0x11,1,0,0x000,0
0x08,0x18,0,0,0x011,0
0x18,0x0C,1,0,0x000,0
0x18,0x04,0,0,0x00D,0
0x1D,0x19,0,0,0x01F,1
0x16,0x00,1,0,0x000,0
0x0E,0x13,0,0,0x012,0
0x1A,0x16,0,0,0x01F,1
0x00,0x01,0,0,0x000,0
0x16,0x1E,0,0,0x01F,1
0x0F,0x1E,1,0,0x000,0
0x01,0x19,0,0,0x00B,0
0x13,0x13,1,1,0x000,0
0x1E,0x12,0,1,0x000,0
0x13,0x1C,0,0,0x01F,1
0x19,0x0A,0,0,0x014,0
0x1D,0x01,1,0,0x000,0
0x18,0x05,0,0,0x00E,0
0x0B,0x0A,0,0,0x006,0
0x07,0x14,0,0,0x00C,0
0x0D,0x03,0,0,0x001,0
0x06,0x0B,0,0,0x002,0
0x0F,0x1C,0,0,0x01C,0
0x1B,0x0F,1,0,0x000,0
0x16,0x1C,1,0,0x000,0
0x07,0x18,0,0,0x010,0
0x16,0x09,0,0,0x010,0
0x1B,0x10,0,0,0x01C,0
0x17,0x07,1,0,0x000,0
0x1A,0x0D,1,0,0x000,0
0x13,0x09,0,1,0x000,0
0x03,0x05,1,0,0x000,0
0x06,0x0D,0,0,0x004,0
0x05,0x18,0,0,0x00E,0
0x16,0x00,0,0,0x007,0
0x01,0x03,0,0,0x000,0
0x1E,0x10,0,0,0x01F,1
0x1A,0x1A,0,0,0x01F,1
0x15,0x19,0,0,0x01F,1
0x11,0x1B,0,0,0x01D,0
0x12,0x04,0,0,0x007,0
0x0C,0x14,1,0,0x000,0
0x17,0x02,1,1,0x000,0
0x03,0x06,0,0,0x000,0
0x14,0x0C,0,0,0x011,0
0x19,0x13,0,0,0x01D,0
0x09,0x07,0,0,0x001,0
0x14,0x1B,0,0,0x01F,1
0x11,0x0F,0,0,0x011,0
0x03,0x1A,0,0,0x00E,0
0x1F,0x0C,0,0,0x01C,0
0x11,0x02,1,0,0x000,0
0x17,0x1C,0,0,0x01F,1
0x04,0x11,1,0,0x000,0
0x0C,0x03,0,0,0x000,0
0x1B,0x1D,0,0,0x01F,1
0x0B,0x18,0,1,0x000,0
0x19,0x1E,0,0,0x01F,1
0x18,0x12,0,0,0x01B,0
0x1A,0x0D,0,0,0x018,0
0x07,0x04,0,0,0x000,0
0x03,0x11,1,0,0x000,0
0x18,0x1D,0,0,0x01F,1
0x13,0x13,0,0,0x017,0
0x0E,0x1E,0,1,0x000,0
0x15,0x09,0,0,0x00F,0
0x07,0x0B,1,0,0x000,0
0x02,0x17,0,0,0x00A,0
0x07,0x1E,1,0,0x000,0
0x0B,0x01,0,0,0x000,0
0x0B,0x06,0,0,0x002,0
0x10,0x1A,0,0,0x01B,0
0x01,0x1E,0,0,0x010,0
0x03,0x13,0,0,0x007,0
0x09,0x09,0,0,0x003,0
0x17,0x04,0,0,0x00C,0
0x07,0x1D,1,0,0x000,0
0x12,0x1B,0,0,0x01E,0
0x00,0x11,0,1,0x000,0
0x0F,0x08,0,0,0x008,0
0x0D,0x10,0,1,0x000,0
0x04,0x00,0,0,0x000,0
0x02,0x0E,0,0,0x001,0
0x00,0x0B,0,0,0x000,0
0x0F,0x09,1,0,0x000,0
0x17,0x1D,0,0,0x01F,1
0x0B,0x1A,1,1,0x000,0
0x1D,0x0B,0,0,0x019,0
0x0A,0x16,0,0,0x011,0
0x0B,0x14,1,0,0x000,0
0x15,0x07,0,1,0x000,0
0x0A,0x1E,0,0,0x019,0
0x06,0x11,0,1,0x000,0
0x1D,0x16,0,0,0x01F,1
0x1C,0x15,0,0,0x01F,1
0x0D,0x00,0,1,0x000,0
0x01,0x08,0,0,0x000,0
0x08,0x07,0,1,0x000,0
0x1D,0x1F,0,0,0x01F,1
0x1E,0x01,0,0,0x010,0
0x09,0x05,1,0,0x000,0
0x19,0x08,0,0,0x012,0
0x1C,0x02,0,0,0x00F,0
0x0E,0x01,0,0,0x000,0
0x19,0x17,0,1,0x000,0
0x1A,0x19,0,1,0x000,0
0x17,0x0F,0,0,0x017,0
0x12,0x1D,0,0,0x01F,1
0x15,0x15,0,0,0x01B,0
0x1C,0x0E,1,1,0x000,0
0x0D,0x12,0,1,0x000,0
0x15,0x18,0,0,0x01E,0
0x09,0x14,0,0,0x00E,0
0x19,0x1F,0,0,0x01F,1
0x1C,0x01,0,0,0x00E,0
0x09,0x1B,0,0,0x015,0
0x04,0x15,1,0,0x000,0
0x14,0x06,1,0,0x000,0
0x09,0x13,0,1,0x000,0
0x14,0x13,0,0,0x018,0
0x1E,0x02,1,0,0x000,0
0x1E,0x07,0,1,0x000,0
0x18,0x1F,1,0,0x000,0
0x10,0x12,1,0,0x000,0
0x18,0x1E,0,0,0x01F,1
0x0B,0x14,0,1,0x000,0
0x02,0x0C,0,0,0x000,0
0x0C,0x1D,0,1,0x000,0
0x18,0x18,0,0,0x01F,1
0x18,0x09,0,1,0x000,0
0x10,0x14,0,1,0x000,0
0x1E,0x0B,0,0,0x01A,0
0x02,0x0C,1,0,0x000,0
0x04,0x1E,0,0,0x013,0
0x13,0x1A,0,1,0x000,0
0x15,0x12,0,0,0x018,0
0x1F,0x17,1,0,0x000,0
0x1D,0x12,0,0,0x01F,1
0x0F,0x03,0,0,0x003,0
0x17,0x16,0,0,0x01E,0
0x0C,0x0C,1,0,0x000,0
0x11,0x10,1,0,0x000,0
0x12,0x18,0,0,0x01B,0
0x05,0x05,1,0,0x000,0
0x0A,0x02,0,0,0x000,0
0x05,0x0A,0,1,0x000,0
0x14,0x07,0,0,0x00C,0
0x15,0x0A,0,0,0x010,0
0x0F,0x0A,0,0,0x00A,0
0x0F,0x02,0,0,0x002,0
0x13,0x16,1,0,0x000,0
0x02,0x1A,0,0,0x00D,0
0x1C,0x05,1,0,0x000,0
0x19,0x01,0,0,0x00B,0
0x03,0x11,0,0,0x005,0
0x19,0x1A,1,0,0x000,0
0x0B,0x09,0,0,0x005,0
0x15,0x02,0,0,0x008,0
0x1A,0x02,0,0,0x00D,0
0x0A,0x0F,0,0,0x00A,0
0x15,0x1F,0,0,0x01F,1
0x1F,0x06,0,0,0x016,0
0x0E,0x0C,1,0,0x000,0
0x1E,0x0E,0,0,0x01D,0
