X_hex,SgnX,ExpX,ManX,XNaN,XSNaN,XZero,XInf,XExpMax,XSubnorm
0x7313,0,28,1811,0,0,0,0,0,0
0xAD4A,1,11,1354,0,0,0,0,0,0
0x2FB0,0,11,1968,0,0,0,0,0,0
0x0CD5,0,3,1237,0,0,0,0,0,0
0x06AE,0,1,1710,0,0,0,0,0,0
0xD2EA,1,20,1770,0,0,0,0,0,0
0x3317,0,12,1815,0,0,0,0,0,0
0x9E46,1,7,1606,0,0,0,0,0,0
0xE322,1,24,1826,0,0,0,0,0,0
0x23D3,0,8,2003,0,0,0,0,0,0
0x259D,0,9,1437,0,0,0,0,0,0
0xC467,1,17,1127,0,0,0,0,0,0
0x4FDE,0,19,2014,0,0,0,0,0,0
0xE701,1,25,1793,0,0,0,0,0,0
0xA7EB,1,9,2027,0,0,0,0,0,0
0xF06A,1,28,1130,0,0,0,0,0,0
0x4997,0,18,1431,0,0,0,0,0,0
0xC024,1,16,1060,0,0,0,0,0,0
0x7F3E,0,31,1854,1,1,0,0,1,0
0xD256,1,20,1622,0,0,0,0,0,0
0x49CE,0,18,1486,0,0,0,0,0,0
0xDD79,1,23,1401,0,0,0,0,0,0
0xB6DF,1,13,1759,0,0,0,0,0,0
0x7352,0,28,1874,0,0,0,0,0,0
0xC7C6,1,17,1990,0,0,0,0,0,0
0x0717,0,1,1815,0,0,0,0,0,0
0xEC66,1,27,1126,0,0,0,0,0,0
0xB00D,1,12,1037,0,0,0,0,0,0
0x3CAB,0,15,1195,0,0,0,0,0,0
0xF4BA,1,29,1210,0,0,0,0,0,0
0xBC64,1,15,1124,0,0,0,0,0,0
0x3D55,0,15,1365,0,0,0,0,0,0
0x8BEC,1,2,2028,0,0,0,0,0,0
0x26DE,0,9,1758,0,0,0,0,0,0
0x67AB,0,25,1963,0,0,0,0,0,0
0x0D79,0,3,1401,0,0,0,0,0,0
0x3543,0,13,1347,0,0,0,0,0,0
0xCE15,1,19,1557,0,0,0,0,0,0
0xA598,1,9,1432,0,0,0,0,0,0
0xFD2A,1,31,1322,1,0,0,0,1,0
0x5D52,0,23,1362,0,0,0,0,0,0
0x7AD8,0,30,1752,0,0,0,0,0,0
0x894B,1,2,1355,0,0,0,0,0,0
0xDAEA,1,22,1770,0,0,0,0,0,0
0x0C96,0,3,1174,0,0,0,0,0,0
0x4B6A,0,18,1898,0,0,0,0,0,0
0x3E4A,0,15,1610,0,0,0,0,0,0
0x5777,0,21,1911,0,0,0,0,0,0
0xC34D,1,16,1869,0,0,0,0,0,0
0x7791,0,29,1937,0,0,0,0,0,0
0x37C9,0,13,1993,0,0,0,0,0,0
0x6065,0,24,1125,0,0,0,0,0,0
0xD0CB,1,20,1227,0,0,0,0,0,0
0x0690,0,1,1680,0,0,0,0,0,0
0x6036,0,24,1078,0,0,0,0,0,0
0xE4C9,1,25,1225,0,0,0,0,0,0
0xD774,1,21,1908,0,0,0,0,0,0
0xA992,1,10,1426,0,0,0,0,0,0
0xC798,1,17,1944,0,0,0,0,0,0
0xD721,1,21,1825,0,0,0,0,0,0
0x8BA3,1,2,1955,0,0,0,0,0,0
0xD0F0,1,20,1264,0,0,0,0,0,0
0x1B9B,0,6,1947,0,0,0,0,0,0
0x5E9A,0,23,1690,0,0,0,0,0,0
0x31AE,0,12,1454,0,0,0,0,0,0
0xBB9B,1,14,1947,0,0,0,0,0,0
0xE2D6,1,24,1750,0,0,0,0,0,0
0x05F4,0,1,1524,0,0,0,0,0,0
0x9D76,1,7,1398,0,0,0,0,0,0
0x1901,0,6,1281,0,0,0,0,0,0
0xEC4F,1,27,1103,0,0,0,0,0,0
0x3538,0,13,1336,0,0,0,0,0,0
0xE4DB,1,25,1243,0,0,0,0,0,0
0xDE6C,1,23,1644,0,0,0,0,0,0
0x434E,0,16,1870,0,0,0,0,0,0
0x156E,0,5,1390,0,0,0,0,0,0
0x2BC6,0,10,1990,0,0,0,0,0,0
0x54B0,0,21,1200,0,0,0,0,0,0
0x4F30,0,19,1840,0,0,0,0,0,0
0xE0A8,1,24,1192,0,0,0,0,0,0
0xE070,1,24,1136,0,0,0,0,0,0
0x0E0B,0,3,1547,0,0,0,0,0,0
0xA2EE,1,8,1774,0,0,0,0,0,0
0xD2EF,1,20,1775,0,0,0,0,0,0
0xA74A,1,9,1866,0,0,0,0,0,0
0xAFDE,1,11,2014,0,0,0,0,0,0
0xD398,1,20,1944,0,0,0,0,0,0
0xFA23,1,30,1571,0,0,0,0,0,0
0x8731,1,1,1841,0,0,0,0,0,0
0xA572,1,9,1394,0,0,0,0,0,0
0xD914,1,22,1300,0,0,0,0,0,0
0x28D4,0,10,1236,0,0,0,0,0,0
0x5BE4,0,22,2020,0,0,0,0,0,0
0x7F49,0,31,1865,1,1,0,0,1,0
0xFA5A,1,30,1626,0,0,0,0,0,0
0xF6C0,1,29,1728,0,0,0,0,0,0
0x2D90,0,11,1424,0,0,0,0,0,0
0xAD4D,1,11,1357,0,0,0,0,0,0
0x89A5,1,2,1445,0,0,0,0,0,0
0xA3EC,1,8,2028,0,0,0,0,0,0
0xF719,1,29,1817,0,0,0,0,0,0
0xB166,1,12,1382,0,0,0,0,0,0
0x9EA4,1,7,1700,0,0,0,0,0,0
0xB4C7,1,13,1223,0,0,0,0,0,0
0x5D2F,0,23,1327,0,0,0,0,0,0
0xAD6D,1,11,1389,0,0,0,0,0,0
0x2634,0,9,1588,0,0,0,0,0,0
0x3457,0,13,1111,0,0,0,0,0,0
0xEA92,1,26,1682,0,0,0,0,0,0
0xDE08,1,23,1544,0,0,0,0,0,0
0xEB49,1,26,1865,0,0,0,0,0,0
0x6874,0,26,1140,0,0,0,0,0,0
0xDAA9,1,22,1705,0,0,0,0,0,0
0x724D,0,28,1613,0,0,0,0,0,0
0x7C18,0,31,1048,1,0,0,0,1,0
0xB4D5,1,13,1237,0,0,0,0,0,0
0xEB2D,1,26,1837,0,0,0,0,0,0
0xDF19,1,23,1817,0,0,0,0,0,0
0xD050,1,20,1104,0,0,0,0,0,0
0x31C1,0,12,1473,0,0,0,0,0,0
0x0C8B,0,3,1163,0,0,0,0,0,0
0xB494,1,13,1172,0,0,0,0,0,0
0xE020,1,24,1056,0,0,0,0,0,0
0x0B83,0,2,1923,0,0,0,0,0,0
0x7C50,0,31,1104,1,0,0,0,1,0
0x134D,0,4,1869,0,0,0,0,0,0
0x494C,0,18,1356,0,0,0,0,0,0
0xBF18,1,15,1816,0,0,0,0,0,0
0x0019,0,0,25,0,0,0,0,0,1
0x63F2,0,24,2034,0,0,0,0,0,0
0x0D42,0,3,1346,0,0,0,0,0,0
0x94E5,1,5,1253,0,0,0,0,0,0
0xCAEA,1,18,1770,0,0,0,0,0,0
0x5C46,0,23,1094,0,0,0,0,0,0
0x66CC,0,25,1740,0,0,0,0,0,0
0xA9AE,1,10,1454,0,0,0,0,0,0
0xA29C,1,8,1692,0,0,0,0,0,0
0xAEC0,1,11,1728,0,0,0,0,0,0
0xD834,1,22,1076,0,0,0,0,0,0
0x7D5B,0,31,1371,1,0,0,0,1,0
0x62FE,0,24,1790,0,0,0,0,0,0
0xEF0E,1,27,1806,0,0,0,0,0,0
0x0135,0,0,309,0,0,0,0,0,1
0x7762,0,29,1890,0,0,0,0,0,0
0x751D,0,29,1309,0,0,0,0,0,0
0x76AB,0,29,1707,0,0,0,0,0,0
0xE301,1,24,1793,0,0,0,0,0,0
0x5A61,0,22,1633,0,0,0,0,0,0
0x14FF,0,5,1279,0,0,0,0,0,0
0xEED8,1,27,1752,0,0,0,0,0,0
0x4702,0,17,1794,0,0,0,0,0,0
0x458D,0,17,1421,0,0,0,0,0,0
0xEEBD,1,27,1725,0,0,0,0,0,0
0xB489,1,13,1161,0,0,0,0,0,0
0x7457,0,29,1111,0,0,0,0,0,0
0xA4F1,1,9,1265,0,0,0,0,0,0
0x0F27,0,3,1831,0,0,0,0,0,0
0x326F,0,12,1647,0,0,0,0,0,0
0x512E,0,20,1326,0,0,0,0,0,0
0x44AF,0,17,1199,0,0,0,0,0,0
0x3EC7,0,15,1735,0,0,0,0,0,0
0x3D92,0,15,1426,0,0,0,0,0,0
0xA827,1,10,1063,0,0,0,0,0,0
0xDE84,1,23,1668,0,0,0,0,0,0
0xAA0D,1,10,1549,0,0,0,0,0,0
0xB2B7,1,12,1719,0,0,0,0,0,0
0x6BEE,0,26,2030,0,0,0,0,0,0
0xC56F,1,17,1391,0,0,0,0,0,0
0x2C04,0,11,1028,0,0,0,0,0,0
0xDA5D,1,22,1629,0,0,0,0,0,0
0x6532,0,25,1330,0,0,0,0,0,0
0xE39E,1,24,1950,0,0,0,0,0,0
0x6A1B,0,26,1563,0,0,0,0,0,0
0x3BD8,0,14,2008,0,0,0,0,0,0
0x51BD,0,20,1469,0,0,0,0,0,0
0x5A16,0,22,1558,0,0,0,0,0,0
0xBE7D,1,15,1661,0,0,0,0,0,0
0x3929,0,14,1321,0,0,0,0,0,0
0x3FA6,0,15,1958,0,0,0,0,0,0
0x8CC2,1,3,1218,0,0,0,0,0,0
0x4902,0,18,1282,0,0,0,0,0,0
0xAE68,1,11,1640,0,0,0,0,0,0
0x71DE,0,28,1502,0,0,0,0,0,0
0xF4C5,1,29,1221,0,0,0,0,0,0
0x0F0E,0,3,1806,0,0,0,0,0,0
0x87DE,1,1,2014,0,0,0,0,0,0
0x8E67,1,3,1639,0,0,0,0,0,0
0xF969,1,30,1385,0,0,0,0,0,0
0xAA49,1,10,1609,0,0,0,0,0,0
0x002F,0,0,47,0,0,0,0,0,1
0xA7F8,1,9,2040,0,0,0,0,0,0
0x0D5E,0,3,1374,0,0,0,0,0,0
0xBB40,1,14,1856,0,0,0,0,0,0
0x7C63,0,31,1123,1,0,0,0,1,0
0x0B58,0,2,1880,0,0,0,0,0,0
0x203D,0,8,1085,0,0,0,0,0,0
0x5820,0,22,1056,0,0,0,0,0,0
0x7003,0,28,1027,0,0,0,0,0,0
0xB94F,1,14,1359,0,0,0,0,0,0
0x95B2,1,5,1458,0,0,0,0,0,0
0xE5BB,1,25,1467,0,0,0,0,0,0
0xECFD,1,27,1277,0,0,0,0,0,0
0x1067,0,4,1127,0,0,0,0,0,0
0x12CA,0,4,1738,0,0,0,0,0,0
0x2412,0,9,1042,0,0,0,0,0,0
0x2F35,0,11,1845,0,0,0,0,0,0
0xA43E,1,9,1086,0,0,0,0,0,0
0x6FFC,0,27,2044,0,0,0,0,0,0
0xD9F8,1,22,1528,0,0,0,0,0,0
0xA62C,1,9,1580,0,0,0,0,0,0
0x081B,0,2,1051,0,0,0,0,0,0
0x3748,0,13,1864,0,0,0,0,0,0
0x66E1,0,25,1761,0,0,0,0,0,0
0x9A90,1,6,1680,0,0,0,0,0,0
0x4622,0,17,1570,0,0,0,0,0,0
0x4469,0,17,1129,0,0,0,0,0,0
0xD744,1,21,1860,0,0,0,0,0,0
0x6325,0,24,1829,0,0,0,0,0,0
0xEFFE,1,27,2046,0,0,0,0,0,0
0xA8DB,1,10,1243,0,0,0,0,0,0
0x5432,0,21,1074,0,0,0,0,0,0
0xD68C,1,21,1676,0,0,0,0,0,0
0xBD63,1,15,1379,0,0,0,0,0,0
0x437E,0,16,1918,0,0,0,0,0,0
0xB787,1,13,1927,0,0,0,0,0,0
0x7328,0,28,1832,0,0,0,0,0,0
0xE4DA,1,25,1242,0,0,0,0,0,0
0xDB6E,1,22,1902,0,0,0,0,0,0
0xFD64,1,31,1380,1,0,0,0,1,0
0x9A91,1,6,1681,0,0,0,0,0,0
0x7FD4,0,31,2004,1,1,0,0,1,0
0xDC06,1,23,1030,0,0,0,0,0,0
0x2B12,0,10,1810,0,0,0,0,0,0
0x7E61,0,31,1633,1,1,0,0,1,0
0xD3D1,1,20,2001,0,0,0,0,0,0
0x5E10,0,23,1552,0,0,0,0,0,0
0x04FF,0,1,1279,0,0,0,0,0,0
0xADC7,1,11,1479,0,0,0,0,0,0
0x8CCA,1,3,1226,0,0,0,0,0,0
0xF836,1,30,1078,0,0,0,0,0,0
0x0624,0,1,1572,0,0,0,0,0,0
0xA046,1,8,1094,0,0,0,0,0,0
0xDB1E,1,22,1822,0,0,0,0,0,0
0x83AF,1,0,943,0,0,0,0,0,1
0xF7A0,1,29,1952,0,0,0,0,0,0
0x37B0,0,13,1968,0,0,0,0,0,0
0x82DE,1,0,734,0,0,0,0,0,1
0xACBC,1,11,1212,0,0,0,0,0,0
0x6E59,0,27,1625,0,0,0,0,0,0
0x03C1,0,0,961,0,0,0,0,0,1
0x04A6,0,1,1190,0,0,0,0,0,0
0xBF80,1,15,1920,0,0,0,0,0,0
0x44D1,0,17,1233,0,0,0,0,0,0
0x5198,0,20,1432,0,0,0,0,0,0
0x5EA0,0,23,1696,0,0,0,0,0,0
0x9DAA,1,7,1450,0,0,0,0,0,0
0xCE20,1,19,1568,0,0,0,0,0,0
0x2EFA,0,11,1786,0,0,0,0,0,0
0xE7F6,1,25,2038,0,0,0,0,0,0
0x2B4D,0,10,1869,0,0,0,0,0,0
0xB7A7,1,13,1959,0,0,0,0,0,0
0xC2D1,1,16,1745,0,0,0,0,0,0
0x3830,0,14,1072,0,0,0,0,0,0
0xD755,1,21,1877,0,0,0,0,0,0
0x26B4,0,9,1716,0,0,0,0,0,0
0x378B,0,13,1931,0,0,0,0,0,0
0x55E6,0,21,1510,0,0,0,0,0,0
0x125D,0,4,1629,0,0,0,0,0,0
0x53B2,0,20,1970,0,0,0,0,0,0
0xA0BA,1,8,1210,0,0,0,0,0,0
0x1D29,0,7,1321,0,0,0,0,0,0
0x655E,0,25,1374,0,0,0,0,0,0
0x7F4F,0,31,1871,1,1,0,0,1,0
0x6C2D,0,27,1069,0,0,0,0,0,0
0x3878,0,14,1144,0,0,0,0,0,0
0xCCDB,1,19,1243,0,0,0,0,0,0
0x4CBE,0,19,1214,0,0,0,0,0,0
0xBD32,1,15,1330,0,0,0,0,0,0
0xC21F,1,16,1567,0,0,0,0,0,0
0x9137,1,4,1335,0,0,0,0,0,0
0x2509,0,9,1289,0,0,0,0,0,0
0x0CB2,0,3,1202,0,0,0,0,0,0
0xA7EA,1,9,2026,0,0,0,0,0,0
0xA29F,1,8,1695,0,0,0,0,0,0
0xE945,1,26,1349,0,0,0,0,0,0
0x3358,0,12,1880,0,0,0,0,0,0
0x9D36,1,7,1334,0,0,0,0,0,0
0x00DE,0,0,222,0,0,0,0,0,1
0x6582,0,25,1410,0,0,0,0,0,0
0x8DBD,1,3,1469,0,0,0,0,0,0
0xBFD5,1,15,2005,0,0,0,0,0,0
0x0F43,0,3,1859,0,0,0,0,0,0
0x88D0,1,2,1232,0,0,0,0,0,0
0xB966,1,14,1382,0,0,0,0,0,0
0x033D,0,0,829,0,0,0,0,0,1
0xE312,1,24,1810,0,0,0,0,0,0
0xD80A,1,22,1034,0,0,0,0,0,0
0xF7FF,1,29,2047,0,0,0,0,0,0
0x061C,0,1,1564,0,0,0,0,0,0
0x3AF5,0,14,1781,0,0,0,0,0,0
0x243F,0,9,1087,0,0,0,0,0,0
0x307E,0,12,1150,0,0,0,0,0,0
0xCAF1,1,18,1777,0,0,0,0,0,0
0x9080,1,4,1152,0,0,0,0,0,0
0x3477,0,13,1143,0,0,0,0,0,0
0xBFD7,1,15,2007,0,0,0,0,0,0
0xDEFB,1,23,1787,0,0,0,0,0,0
0x2F91,0,11,1937,0,0,0,0,0,0
0xB0C7,1,12,1223,0,0,0,0,0,0
0xD54E,1,21,1358,0,0,0,0,0,0
0x2346,0,8,1862,0,0,0,0,0,0
0xA86E,1,10,1134,0,0,0,0,0,0
0x01D4,0,0,468,0,0,0,0,0,1
0xAC62,1,11,1122,0,0,0,0,0,0
0x09FE,0,2,1534,0,0,0,0,0,0
0x64B0,0,25,1200,0,0,0,0,0,0
0xD1A1,1,20,1441,0,0,0,0,0,0
0x2EC7,0,11,1735,0,0,0,0,0,0
0xA19E,1,8,1438,0,0,0,0,0,0
0x8875,1,2,1141,0,0,0,0,0,0
0xAA32,1,10,1586,0,0,0,0,0,0
0x9983,1,6,1411,0,0,0,0,0,0
0x03FB,0,0,1019,0,0,0,0,0,1
0xF891,1,30,1169,0,0,0,0,0,0
0x5D65,0,23,1381,0,0,0,0,0,0
0x1918,0,6,1304,0,0,0,0,0,0
0xC589,1,17,1417,0,0,0,0,0,0
0x93A9,1,4,1961,0,0,0,0,0,0
0x5D10,0,23,1296,0,0,0,0,0,0
0x2C6C,0,11,1132,0,0,0,0,0,0
0x2CC1,0,11,1217,0,0,0,0,0,0
0x7A3C,0,30,1596,0,0,0,0,0,0
0x8A46,1,2,1606,0,0,0,0,0,0
0xC985,1,18,1413,0,0,0,0,0,0
0x0593,0,1,1427,0,0,0,0,0,0
0xC593,1,17,1427,0,0,0,0,0,0
0xC642,1,17,1602,0,0,0,0,0,0
0x9107,1,4,1287,0,0,0,0,0,0
0x25C5,0,9,1477,0,0,0,0,0,0
0x1AD5,0,6,1749,0,0,0,0,0,0
0x304B,0,12,1099,0,0,0,0,0,0
0x3ADB,0,14,1755,0,0,0,0,0,0
0x2B23,0,10,1827,0,0,0,0,0,0
0x7774,0,29,1908,0,0,0,0,0,0
0x4D55,0,19,1365,0,0,0,0,0,0
0x00EA,0,0,234,0,0,0,0,0,1
0x7EA0,0,31,1696,1,1,0,0,1,0
0x658B,0,25,1419,0,0,0,0,0,0
0x5EC2,0,23,1730,0,0,0,0,0,0
0xA37E,1,8,1918,0,0,0,0,0,0
0x25E2,0,9,1506,0,0,0,0,0,0
0x7989,0,30,1417,0,0,0,0,0,0
0x0A9E,0,2,1694,0,0,0,0,0,0
0xC3EE,1,16,2030,0,0,0,0,0,0
0xB6F2,1,13,1778,0,0,0,0,0,0
0x282D,0,10,1069,0,0,0,0,0,0
0xEDD0,1,27,1488,0,0,0,0,0,0
0x64AD,0,25,1197,0,0,0,0,0,0
0x868C,1,1,1676,0,0,0,0,0,0
0xF0F9,1,28,1273,0,0,0,0,0,0
0x6A07,0,26,1543,0,0,0,0,0,0
0xD84C,1,22,1100,0,0,0,0,0,0
0x3F2E,0,15,1838,0,0,0,0,0,0
0x6722,0,25,1826,0,0,0,0,0,0
0xD921,1,22,1313,0,0,0,0,0,0
0xE339,1,24,1849,0,0,0,0,0,0
0x9F2F,1,7,1839,0,0,0,0,0,0
0xED93,1,27,1427,0,0,0,0,0,0
0x7D2A,0,31,1322,1,0,0,0,1,0
0xCF7F,1,19,1919,0,0,0,0,0,0
0xBB89,1,14,1929,0,0,0,0,0,0
0x8213,1,0,531,0,0,0,0,0,1
0xC950,1,18,1360,0,0,0,0,0,0
0xD5E1,1,21,1505,0,0,0,0,0,0
0x2E7E,0,11,1662,0,0,0,0,0,0
0x0557,0,1,1367,0,0,0,0,0,0
0xA9DF,1,10,1503,0,0,0,0,0,0
0x3AE7,0,14,1767,0,0,0,0,0,0
0x8127,1,0,295,0,0,0,0,0,1
0x8DBC,1,3,1468,0,0,0,0,0,0
0x8B3F,1,2,1855,0,0,0,0,0,0
0x45F0,0,17,1520,0,0,0,0,0,0
0xDBDD,1,22,2013,0,0,0,0,0,0
0xE86F,1,26,1135,0,0,0,0,0,0
0x85D6,1,1,1494,0,0,0,0,0,0
0x2C9E,0,11,1182,0,0,0,0,0,0
0xC65C,1,17,1628,0,0,0,0,0,0
0x8455,1,1,1109,0,0,0,0,0,0
0x8382,1,0,898,0,0,0,0,0,1
0xD099,1,20,1177,0,0,0,0,0,0
0x0A0E,0,2,1550,0,0,0,0,0,0
0xA491,1,9,1169,0,0,0,0,0,0
0x93B7,1,4,1975,0,0,0,0,0,0
0x5181,0,20,1409,0,0,0,0,0,0
0xAB65,1,10,1893,0,0,0,0,0,0
0x567E,0,21,1662,0,0,0,0,0,0
0x7AB6,0,30,1718,0,0,0,0,0,0
0x516E,0,20,1390,0,0,0,0,0,0
0xBABB,1,14,1723,0,0,0,0,0,0
0x3C0E,0,15,1038,0,0,0,0,0,0
0xB832,1,14,1074,0,0,0,0,0,0
0x614E,0,24,1358,0,0,0,0,0,0
0x7F60,0,31,1888,1,1,0,0,1,0
0xD263,1,20,1635,0,0,0,0,0,0
0x4903,0,18,1283,0,0,0,0,0,0
0x1DC9,0,7,1481,0,0,0,0,0,0
0xE2DD,1,24,1757,0,0,0,0,0,0
0xB7EF,1,13,2031,0,0,0,0,0,0
0x2682,0,9,1666,0,0,0,0,0,0
0x0DEB,0,3,1515,0,0,0,0,0,0
0xFE7C,1,31,1660,1,1,0,0,1,0
0xF82D,1,30,1069,0,0,0,0,0,0
0x2B72,0,10,1906,0,0,0,0,0,0
0x51F1,0,20,1521,0,0,0,0,0,0
0x9B53,1,6,1875,0,0,0,0,0,0
0x6280,0,24,1664,0,0,0,0,0,0
0x983E,1,6,1086,0,0,0,0,0,0
0x710B,0,28,1291,0,0,0,0,0,0
0x9AE7,1,6,1767,0,0,0,0,0,0
0x40AC,0,16,1196,0,0,0,0,0,0
0xE16A,1,24,1386,0,0,0,0,0,0
0x4FC2,0,19,1986,0,0,0,0,0,0
0x2B06,0,10,1798,0,0,0,0,0,0
0xB785,1,13,1925,0,0,0,0,0,0
0x2616,0,9,1558,0,0,0,0,0,0
0x0AE1,0,2,1761,0,0,0,0,0,0
0x5BBB,0,22,1979,0,0,0,0,0,0
0x4199,0,16,1433,0,0,0,0,0,0
0x1AAC,0,6,1708,0,0,0,0,0,0
0x2DB3,0,11,1459,0,0,0,0,0,0
0x5EA4,0,23,1700,0,0,0,0,0,0
0xAF94,1,11,1940,0,0,0,0,0,0
0xA563,1,9,1379,0,0,0,0,0,0
0x2A1C,0,10,1564,0,0,0,0,0,0
0x08E7,0,2,1255,0,0,0,0,0,0
0x2864,0,10,1124,0,0,0,0,0,0
0x975C,1,5,1884,0,0,0,0,0,0
0xC3C0,1,16,1984,0,0,0,0,0,0
0x43B1,0,16,1969,0,0,0,0,0,0
0xE1A0,1,24,1440,0,0,0,0,0,0
0x9D31,1,7,1329,0,0,0,0,0,0
0xEC92,1,27,1170,0,0,0,0,0,0
0xDA78,1,22,1656,0,0,0,0,0,0
0x8299,1,0,665,0,0,0,0,0,1
0xF2C6,1,28,1734,0,0,0,0,0,0
0x5095,0,20,1173,0,0,0,0,0,0
0x41ED,0,16,1517,0,0,0,0,0,0
0x2C38,0,11,1080,0,0,0,0,0,0
0xCD7F,1,19,1407,0,0,0,0,0,0
0xC54E,1,17,1358,0,0,0,0,0,0
0xAF5C,1,11,1884,0,0,0,0,0,0
0xCF7D,1,19,1917,0,0,0,0,0,0
0xC636,1,17,1590,0,0,0,0,0,0
0x1C09,0,7,1033,0,0,0,0,0,0
0x00A3,0,0,163,0,0,0,0,0,1
0x809C,1,0,156,0,0,0,0,0,1
0x8F9A,1,3,1946,0,0,0,0,0,0
0x80CB,1,0,203,0,0,0,0,0,1
0x0403,0,1,1027,0,0,0,0,0,0
0x5EAA,0,23,1706,0,0,0,0,0,0
0xD364,1,20,1892,0,0,0,0,0,0
0xDFF1,1,23,2033,0,0,0,0,0,0
0xD4A6,1,21,1190,0,0,0,0,0,0
0x5154,0,20,1364,0,0,0,0,0,0
0x162D,0,5,1581,0,0,0,0,0,0
0x1600,0,5,1536,0,0,0,0,0,0
0xA003,1,8,1027,0,0,0,0,0,0
